ndTE,work,cost,abdominal_mass,spring_constant,length_scale,petiole_length
0.036382,0.15997999999999998,65.602538,1.0,10.0,1.0,0.0
0.039874,0.164934,65.26100600000001,1.0,10.0,1.0,0.0
0.036521,0.162773,64.495913,1.0,10.0,1.0,0.0
0.039774000000000004,0.161552,60.979569999999995,1.0,10.0,1.0,0.0
0.037023,0.161666,66.565995,1.0,10.0,1.0,0.0
0.038419999999999996,0.159895,60.697334999999995,1.0,10.0,1.0,0.0
0.040267000000000004,0.161401,61.199325,1.0,10.0,1.0,0.0
0.039524000000000004,0.158959,59.872522,1.0,10.0,1.0,0.0
0.039213,0.15999000000000002,65.932654,1.0,10.0,1.0,0.0
0.040664,0.161358,65.64579599999999,1.0,10.0,1.0,0.0
0.037129,0.163481,63.746179000000005,1.0,10.0,1.0,0.0
0.035506,0.162616,66.984276,1.0,10.0,1.0,0.0
0.039298,0.163431,79.262073,1.0,10.0,1.0,0.0
0.038024,0.15839,61.58516899999999,1.0,10.0,1.0,0.0
0.037565,0.16251400000000002,70.202873,1.0,10.0,1.0,0.0
0.040401,0.16606500000000002,62.962431,1.0,10.0,1.0,0.0
0.039195,0.163867,61.908972999999996,1.0,10.0,1.0,0.0
0.037545999999999996,0.162375,67.84421999999999,1.0,10.0,1.0,0.0
0.036451,0.159381,66.30192199999999,1.0,10.0,1.0,0.0
0.038014,0.159281,61.934540000000005,1.0,10.0,1.0,0.0
0.039079,0.163976,61.209365000000005,1.0,10.0,1.0,0.0
0.036542000000000005,0.16037200000000001,65.104439,1.0,10.0,1.0,0.0
0.040216,0.16526300000000002,68.051194,1.0,10.0,1.0,0.0
0.036826,0.15893800000000002,62.999478,1.0,10.0,1.0,0.0
0.036164,0.159182,61.60654,1.0,10.0,1.0,0.0
0.035281,0.157976,67.70195,1.0,10.0,1.0,0.0
0.037649,0.158721,60.611649,1.0,10.0,1.0,0.0
0.038452,0.165225,70.353093,1.0,10.0,1.0,0.0
0.03828,0.164052,71.41049100000001,1.0,10.0,1.0,0.0
0.037728,0.164679,65.934474,1.0,10.0,1.0,0.0
0.036142,0.162992,63.441384,1.0,10.0,1.0,0.0
0.039976,0.16607,64.02554599999999,1.0,10.0,1.0,0.0
0.039022,0.164326,65.17545600000001,1.0,10.0,1.0,0.0
0.036368,0.162106,64.354941,1.0,10.0,1.0,0.0
0.037642,0.15931700000000001,64.306066,1.0,10.0,1.0,0.0
0.038266,0.165938,65.166002,1.0,10.0,1.0,0.0
0.037188,0.158782,60.773320999999996,1.0,10.0,1.0,0.0
0.036293,0.163178,70.925405,1.0,10.0,1.0,0.0
0.018639,0.26520900000000003,132.875913,10.0,0.1,1.0,0.0
0.018027,0.258919,131.22790700000002,10.0,0.1,1.0,0.0
0.018088,0.265178,134.76766999999998,10.0,0.1,1.0,0.0
0.018803999999999998,0.26827,134.7426,10.0,0.1,1.0,0.0
0.017598,0.26791,133.90127900000002,10.0,0.1,1.0,0.0
0.019672,0.272867,132.775881,10.0,0.1,1.0,0.0
0.017419999999999998,0.259713,134.050097,10.0,0.1,1.0,0.0
0.019049,0.26208400000000004,133.828152,10.0,0.1,1.0,0.0
0.017956,0.261773,133.132932,10.0,0.1,1.0,0.0
0.018516,0.263167,132.855897,10.0,0.1,1.0,0.0
0.018300999999999998,0.271088,137.498836,10.0,0.1,1.0,0.0
0.017631,0.26213000000000003,135.267864,10.0,0.1,1.0,0.0
0.019299,0.26291,128.67812,10.0,0.1,1.0,0.0
0.018082,0.258036,132.647678,10.0,0.1,1.0,0.0
0.018646,0.26766100000000004,131.747424,10.0,0.1,1.0,0.0
0.020718,0.270914,137.239531,10.0,0.1,1.0,0.0
0.018174,0.266424,137.42767800000001,10.0,0.1,1.0,0.0
0.017921,0.261736,136.333699,10.0,0.1,1.0,0.0
0.018387,0.261714,129.74820400000002,10.0,0.1,1.0,0.0
0.016057,0.260454,136.31139,10.0,0.1,1.0,0.0
0.018775999999999998,0.267225,143.45763300000002,10.0,0.1,1.0,0.0
0.018357,0.265658,138.994217,10.0,0.1,1.0,0.0
0.020585,0.27121999999999996,136.450376,10.0,0.1,1.0,0.0
0.018379,0.266617,131.88617299999999,10.0,0.1,1.0,0.0
0.018281,0.26653899999999997,138.080587,10.0,0.1,1.0,0.0
0.01681,0.258291,128.93933700000002,10.0,0.1,1.0,0.0
0.018374,0.26250300000000004,135.043896,10.0,0.1,1.0,0.0
0.017275,0.260384,132.65958,10.0,0.1,1.0,0.0
0.018484999999999998,0.27020700000000003,134.274315,10.0,0.1,1.0,0.0
0.018846,0.27165300000000003,150.066949,10.0,0.1,1.0,0.0
0.0182,0.262098,136.93788899999998,10.0,0.1,1.0,0.0
0.018751,0.267931,127.619322,10.0,0.1,1.0,0.0
0.018432,0.266968,135.83288100000001,10.0,0.1,1.0,0.0
0.019222,0.263373,132.864716,10.0,0.1,1.0,0.0
0.01901,0.270624,130.160213,10.0,0.1,1.0,0.0
0.018862999999999998,0.25828,136.714144,10.0,0.1,1.0,0.0
0.018221,0.25910700000000003,134.71372399999998,10.0,0.1,1.0,0.0
0.018335,0.26319499999999996,132.25869699999998,10.0,0.1,1.0,0.0
0.018234,0.262047,133.947263,10.0,0.1,1.0,0.0
0.018646,0.261865,130.975962,10.0,0.1,1.0,0.0
0.015602000000000001,0.249022,125.37543400000001,10.0,1.0,1.0,0.0
0.01642,0.24336300000000002,126.29204399999999,10.0,1.0,1.0,0.0
0.016019,0.24721500000000002,124.40669799999999,10.0,1.0,1.0,0.0
0.016017,0.250185,128.900099,10.0,1.0,1.0,0.0
0.016272,0.247773,127.106927,10.0,1.0,1.0,0.0
0.016451,0.248283,126.84880700000001,10.0,1.0,1.0,0.0
0.017305,0.249489,127.964299,10.0,1.0,1.0,0.0
0.01589,0.24886799999999998,125.195875,10.0,1.0,1.0,0.0
0.017858000000000002,0.246712,121.926576,10.0,1.0,1.0,0.0
0.017074000000000002,0.249831,125.590254,10.0,1.0,1.0,0.0
0.015706,0.24622399999999997,127.91589099999999,10.0,1.0,1.0,0.0
0.016452,0.243799,132.116608,10.0,1.0,1.0,0.0
0.016782,0.24341999999999997,128.238002,10.0,1.0,1.0,0.0
0.015434999999999999,0.24605900000000003,128.41701899999998,10.0,1.0,1.0,0.0
0.017633000000000003,0.24469000000000002,120.96025300000001,10.0,1.0,1.0,0.0
0.015691,0.24709,163.15457,10.0,1.0,1.0,0.0
0.016924,0.244373,127.994298,10.0,1.0,1.0,0.0
0.017197999999999998,0.24836,123.03129399999999,10.0,1.0,1.0,0.0
0.016179,0.24284299999999998,125.61911299999998,10.0,1.0,1.0,0.0
0.016156,0.245948,130.74715700000002,10.0,1.0,1.0,0.0
0.015944,0.246561,125.829618,10.0,1.0,1.0,0.0
0.016933,0.247466,130.49846399999998,10.0,1.0,1.0,0.0
0.017125,0.242102,123.94932,10.0,1.0,1.0,0.0
0.016525,0.244356,127.694397,10.0,1.0,1.0,0.0
0.017297,0.243784,119.73354499999999,10.0,1.0,1.0,0.0
0.01615,0.241382,130.616746,10.0,1.0,1.0,0.0
0.014999,0.24810300000000002,131.610928,10.0,1.0,1.0,0.0
0.015875999999999998,0.245279,128.139469,10.0,1.0,1.0,0.0
0.01548,0.240525,122.864025,10.0,1.0,1.0,0.0
0.016166999999999997,0.249613,133.26549599999998,10.0,1.0,1.0,0.0
0.017159999999999998,0.247959,130.60423799999998,10.0,1.0,1.0,0.0
0.015762,0.242754,129.930695,10.0,1.0,1.0,0.0
0.017641999999999998,0.251208,127.34865900000001,10.0,1.0,1.0,0.0
0.015902,0.244991,126.03902,10.0,1.0,1.0,0.0
0.016482,0.247561,125.709392,10.0,1.0,1.0,0.0
0.016464,0.247817,124.39876799999999,10.0,1.0,1.0,0.0
0.016753,0.24738000000000002,127.20003999999999,10.0,1.0,1.0,0.0
0.016935,0.249858,130.97805,10.0,1.0,1.0,0.0
0.014978,0.24908400000000003,135.586061,10.0,1.0,1.0,0.0
0.015803,0.24532199999999998,130.921712,10.0,1.0,1.0,0.0
0.013299,0.25424800000000003,133.572375,10.0,10.0,1.0,0.0
0.013784000000000001,0.256221,131.568911,10.0,10.0,1.0,0.0
0.014482,0.24998099999999998,136.064745,10.0,10.0,1.0,0.0
0.014134,0.25700300000000004,142.776203,10.0,10.0,1.0,0.0
0.014094999999999998,0.250612,139.604123,10.0,10.0,1.0,0.0
0.012884,0.253777,144.08846699999998,10.0,10.0,1.0,0.0
0.014549000000000001,0.251917,136.883613,10.0,10.0,1.0,0.0
0.013486000000000001,0.256198,146.24451399999998,10.0,10.0,1.0,0.0
0.015507,0.258173,142.213106,10.0,10.0,1.0,0.0
0.013503999999999999,0.253218,138.331049,10.0,10.0,1.0,0.0
0.013849,0.257602,139.43983799999998,10.0,10.0,1.0,0.0
0.013692,0.255283,139.36963,10.0,10.0,1.0,0.0
0.013903,0.252091,133.114886,10.0,10.0,1.0,0.0
0.012897,0.251917,137.661508,10.0,10.0,1.0,0.0
0.014212,0.25989,136.101376,10.0,10.0,1.0,0.0
0.014195,0.253539,144.155947,10.0,10.0,1.0,0.0
0.016019,0.25475,132.513111,10.0,10.0,1.0,0.0
0.014490000000000001,0.250881,131.211716,10.0,10.0,1.0,0.0
0.01439,0.25038499999999997,132.666463,10.0,10.0,1.0,0.0
0.015066999999999999,0.2537,132.18594199999998,10.0,10.0,1.0,0.0
0.014445,0.253404,138.459138,10.0,10.0,1.0,0.0
0.013309999999999999,0.25158600000000003,138.25824,10.0,10.0,1.0,0.0
0.013591999999999998,0.254333,135.643442,10.0,10.0,1.0,0.0
0.014551,0.254676,134.982706,10.0,10.0,1.0,0.0
0.014236000000000002,0.249329,135.261728,10.0,10.0,1.0,0.0
0.013808,0.253247,137.52061,10.0,10.0,1.0,0.0
0.013763999999999998,0.248673,136.667219,10.0,10.0,1.0,0.0
0.014718,0.258283,138.303821,10.0,10.0,1.0,0.0
0.013902000000000001,0.25311500000000003,135.60885,10.0,10.0,1.0,0.0
0.014176,0.250763,132.289575,10.0,10.0,1.0,0.0
0.014228999999999999,0.253969,148.890788,10.0,10.0,1.0,0.0
0.013992,0.245892,133.738388,10.0,10.0,1.0,0.0
0.013975,0.253686,133.77836499999998,10.0,10.0,1.0,0.0
0.013572999999999998,0.252531,133.372103,10.0,10.0,1.0,0.0
0.014757,0.259175,134.80286999999998,10.0,10.0,1.0,0.0
0.013826,0.25886,138.428962,10.0,10.0,1.0,0.0
0.014275,0.25608200000000003,136.438131,10.0,10.0,1.0,0.0
0.014368,0.254985,134.018684,10.0,10.0,1.0,0.0
0.013654,0.24991300000000002,136.706674,10.0,10.0,1.0,0.0
0.014909,0.254374,142.047066,10.0,10.0,1.0,0.0
0.103974,0.00921,18.699098,1.0,1.0,0.5,0.0
0.101292,0.009212,19.257123999999997,1.0,1.0,0.5,0.0
0.103949,0.009576000000000001,19.223094,1.0,1.0,0.5,0.0
0.102979,0.009312,18.690463,1.0,1.0,0.5,0.0
0.106572,0.008759999999999999,18.918121,1.0,1.0,0.5,0.0
0.10092899999999999,0.008944,18.712669,1.0,1.0,0.5,0.0
0.10266800000000001,0.008846,18.174417000000002,1.0,1.0,0.5,0.0
0.10005499999999999,0.009163,18.963061,1.0,1.0,0.5,0.0
0.10699700000000001,0.00908,18.981247,1.0,1.0,0.5,0.0
0.095308,0.008911,18.853839999999998,1.0,1.0,0.5,0.0
0.10507899999999999,0.008962000000000001,18.492128,1.0,1.0,0.5,0.0
0.10092999999999999,0.00925,19.197928,1.0,1.0,0.5,0.0
0.110347,0.008662000000000001,18.543924,1.0,1.0,0.5,0.0
0.10383699999999998,0.008968,18.809241,1.0,1.0,0.5,0.0
0.098486,0.008945999999999999,18.594992,1.0,1.0,0.5,0.0
0.10481800000000001,0.009447,19.133267,1.0,1.0,0.5,0.0
0.10538,0.009106,18.435867000000002,1.0,1.0,0.5,0.0
0.110547,0.009415999999999999,19.113836,1.0,1.0,0.5,0.0
0.098592,0.00886,19.199103,1.0,1.0,0.5,0.0
0.10661400000000001,0.009133,18.769478,1.0,1.0,0.5,0.0
0.102752,0.008854,18.283973,1.0,1.0,0.5,0.0
0.09897,0.00911,19.108356,1.0,1.0,0.5,0.0
0.106733,0.00919,18.836463000000002,1.0,1.0,0.5,0.0
0.102389,0.009423,19.385402,1.0,1.0,0.5,0.0
0.105556,0.008943000000000001,18.412004,1.0,1.0,0.5,0.0
0.10793900000000001,0.009475,19.351055,1.0,1.0,0.5,0.0
0.107905,0.009073000000000001,18.567733,1.0,1.0,0.5,0.0
0.106401,0.009394,18.9676,1.0,1.0,0.5,0.0
0.10344300000000001,0.009283,19.28539,1.0,1.0,0.5,0.0
0.10796300000000002,0.009742,19.379217999999998,1.0,1.0,0.5,0.0
0.09853300000000001,0.008573,18.397648,1.0,1.0,0.5,0.0
0.101744,0.009187,18.993151,1.0,1.0,0.5,0.0
0.104203,0.00941,19.073912,1.0,1.0,0.5,0.0
0.105274,0.009059999999999999,18.705317,1.0,1.0,0.5,0.0
0.10333599999999998,0.008848,18.803659,1.0,1.0,0.5,0.0
0.109071,0.009206,18.595349,1.0,1.0,0.5,0.0
0.10084800000000001,0.008974,18.820798999999997,1.0,1.0,0.5,0.0
0.102612,0.008881,18.26527,1.0,1.0,0.5,0.0
0.107323,0.009026000000000001,18.980285000000002,1.0,1.0,0.5,0.0
0.103723,0.009266,18.73621,1.0,1.0,0.5,0.0
0.064974,0.006642,16.802822,1.0,1.0,0.5,0.2
0.060092999999999994,0.006609,16.577389,1.0,1.0,0.5,0.2
0.060145000000000004,0.006562,16.949460000000002,1.0,1.0,0.5,0.2
0.060235000000000004,0.006461,16.290995000000002,1.0,1.0,0.5,0.2
0.061947,0.006412999999999999,16.838272,1.0,1.0,0.5,0.2
0.060516999999999994,0.006437999999999999,16.880902,1.0,1.0,0.5,0.2
0.059127,0.006357,16.130113,1.0,1.0,0.5,0.2
