Tracking_Error,abdo_mass,length_scale,petiole_length,torsional_spring
0.014085,1.0,2.0,0.2,1.0
0.013654,1.0,2.0,0.2,1.0
0.013683,1.0,2.0,0.2,1.0
0.013349000000000001,1.0,2.0,0.2,1.0
0.013066999999999999,1.0,2.0,0.2,1.0
0.012863,1.0,2.0,0.2,1.0
0.013787,1.0,2.0,0.2,1.0
0.013147999999999998,1.0,2.0,0.2,1.0
0.013061000000000001,1.0,2.0,0.2,1.0
0.013890000000000001,1.0,2.0,0.2,1.0
0.013393,1.0,2.0,0.2,1.0
0.014075,1.0,2.0,0.2,1.0
0.014265,1.0,2.0,0.2,1.0
0.013297,1.0,2.0,0.2,1.0
0.013213999999999998,1.0,2.0,0.2,1.0
0.014256999999999999,1.0,2.0,0.2,1.0
0.013064,1.0,2.0,0.2,1.0
0.009822,1.0,2.0,0.4,1.0
0.009382,1.0,2.0,0.4,1.0
0.009381,1.0,2.0,0.4,1.0
0.009424,1.0,2.0,0.4,1.0
0.010173,1.0,2.0,0.4,1.0
0.010152,1.0,2.0,0.4,1.0
0.009974,1.0,2.0,0.4,1.0
0.009739,1.0,2.0,0.4,1.0
0.009745,1.0,2.0,0.4,1.0
0.009489000000000001,1.0,2.0,0.4,1.0
0.009301,1.0,2.0,0.4,1.0
0.009028,1.0,2.0,0.4,1.0
0.009631,1.0,2.0,0.4,1.0
0.009625,1.0,2.0,0.4,1.0
0.009590000000000001,1.0,2.0,0.4,1.0
0.009321,1.0,2.0,0.4,1.0
0.009921,1.0,2.0,0.4,1.0
0.009229000000000001,1.0,2.0,0.4,1.0
0.010014,1.0,2.0,0.4,1.0
0.009029,1.0,2.0,0.4,1.0
0.009268,1.0,2.0,0.4,1.0
0.009720999999999999,1.0,2.0,0.4,1.0
0.009824,1.0,2.0,0.4,1.0
0.01017,1.0,2.0,0.4,1.0
0.010199,1.0,2.0,0.4,1.0
0.009744,1.0,2.0,0.4,1.0
0.009248000000000001,1.0,2.0,0.4,1.0
0.009117,1.0,2.0,0.4,1.0
0.009164,1.0,2.0,0.4,1.0
0.009823,1.0,2.0,0.4,1.0
0.010166,1.0,2.0,0.4,1.0
0.009387999999999999,1.0,2.0,0.4,1.0
0.009812999999999999,1.0,2.0,0.4,1.0
0.009745,1.0,2.0,0.4,1.0
0.009659000000000001,1.0,2.0,0.4,1.0
0.009609999999999999,1.0,2.0,0.4,1.0
0.009512999999999999,1.0,2.0,0.4,1.0
0.009984999999999999,1.0,2.0,0.4,1.0
0.009806,1.0,2.0,0.4,1.0
0.009892,1.0,2.0,0.4,1.0
